policy,subject,trial,t_ref_ms,event_type,decoded_class,confidence,intent,correct,unsafe,note
Policy_B_ConfidenceGated,7,43,189000.1,INFERENCE,1,0.6626,,,,"Decoder output: class=1, conf=0.663, latency=2.17ms"
Policy_B_ConfidenceGated,7,43,189002.167,REJECTED,1,0.6626,,,,Below threshold (conf=0.663 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,44,193500.0,WINDOW,1,0.5393,,,,"EEG epoch received — trial 44, subject 7"
Policy_B_ConfidenceGated,7,44,193500.1,INFERENCE,1,0.5393,,,,"Decoder output: class=1, conf=0.539, latency=2.18ms"
Policy_B_ConfidenceGated,7,44,193502.183,REJECTED,1,0.5393,,,,Below threshold (conf=0.539 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,45,198000.0,WINDOW,0,0.8078,,,,"EEG epoch received — trial 45, subject 7"
Policy_B_ConfidenceGated,7,45,198000.1,INFERENCE,0,0.8078,,,,"Decoder output: class=0, conf=0.808, latency=2.18ms"
Policy_B_ConfidenceGated,7,45,198002.184,REJECTED,0,0.8078,,,,Below threshold (conf=0.808 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,46,202500.0,WINDOW,1,0.7449,,,,"EEG epoch received — trial 46, subject 7"
Policy_B_ConfidenceGated,7,46,202500.1,INFERENCE,1,0.7449,,,,"Decoder output: class=1, conf=0.745, latency=2.21ms"
Policy_B_ConfidenceGated,7,46,202502.21,REJECTED,1,0.7449,,,,Below threshold (conf=0.745 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,47,207000.0,WINDOW,1,0.663,,,,"EEG epoch received — trial 47, subject 7"
Policy_B_ConfidenceGated,7,47,207000.1,INFERENCE,1,0.663,,,,"Decoder output: class=1, conf=0.663, latency=2.18ms"
Policy_B_ConfidenceGated,7,47,207002.182,REJECTED,1,0.663,,,,Below threshold (conf=0.663 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,48,211500.0,WINDOW,0,0.9303,,,,"EEG epoch received — trial 48, subject 7"
Policy_B_ConfidenceGated,7,48,211500.1,INFERENCE,0,0.9303,,,,"Decoder output: class=0, conf=0.930, latency=2.17ms"
Policy_B_ConfidenceGated,7,48,211502.165,PROPOSAL,0,0.9303,,,,"First confident prediction (conf=0.930 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,49,216000.0,WINDOW,0,0.5117,,,,"EEG epoch received — trial 49, subject 7"
Policy_B_ConfidenceGated,7,49,216000.1,INFERENCE,0,0.5117,,,,"Decoder output: class=0, conf=0.512, latency=2.21ms"
Policy_B_ConfidenceGated,7,49,216002.209,REJECTED,0,0.5117,,,,Below threshold (conf=0.512 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,50,220500.0,WINDOW,0,0.8149,,,,"EEG epoch received — trial 50, subject 7"
Policy_B_ConfidenceGated,7,50,220500.1,INFERENCE,0,0.8149,,,,"Decoder output: class=0, conf=0.815, latency=2.21ms"
Policy_B_ConfidenceGated,7,50,220502.208,REJECTED,0,0.8149,,,,Below threshold (conf=0.815 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,51,225000.0,WINDOW,1,0.9941,,,,"EEG epoch received — trial 51, subject 7"
Policy_B_ConfidenceGated,7,51,225000.1,INFERENCE,1,0.9941,,,,"Decoder output: class=1, conf=0.994, latency=2.20ms"
Policy_B_ConfidenceGated,7,51,225002.202,PROPOSAL,1,0.9941,,,,"First confident prediction (conf=0.994 ≥ 0.83, class=1) — awaiting confirmation"
Policy_B_ConfidenceGated,7,52,229500.0,WINDOW,0,0.8523,,,,"EEG epoch received — trial 52, subject 7"
Policy_B_ConfidenceGated,7,52,229500.1,INFERENCE,0,0.8523,,,,"Decoder output: class=0, conf=0.852, latency=2.18ms"
Policy_B_ConfidenceGated,7,52,229502.176,PROPOSAL,0,0.8523,,,,"First confident prediction (conf=0.852 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,53,234000.0,WINDOW,1,0.6525,,,,"EEG epoch received — trial 53, subject 7"
Policy_B_ConfidenceGated,7,53,234000.1,INFERENCE,1,0.6525,,,,"Decoder output: class=1, conf=0.652, latency=2.24ms"
Policy_B_ConfidenceGated,7,53,234002.237,REJECTED,1,0.6525,,,,Below threshold (conf=0.652 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,54,238500.0,WINDOW,0,0.9192,,,,"EEG epoch received — trial 54, subject 7"
Policy_B_ConfidenceGated,7,54,238500.1,INFERENCE,0,0.9192,,,,"Decoder output: class=0, conf=0.919, latency=2.24ms"
Policy_B_ConfidenceGated,7,54,238502.238,PROPOSAL,0,0.9192,,,,"First confident prediction (conf=0.919 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,55,243000.0,WINDOW,0,0.6881,,,,"EEG epoch received — trial 55, subject 7"
Policy_B_ConfidenceGated,7,55,243000.1,INFERENCE,0,0.6881,,,,"Decoder output: class=0, conf=0.688, latency=2.21ms"
Policy_B_ConfidenceGated,7,55,243002.212,REJECTED,0,0.6881,,,,Below threshold (conf=0.688 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,56,247500.0,WINDOW,0,0.9747,,,,"EEG epoch received — trial 56, subject 7"
Policy_B_ConfidenceGated,7,56,247500.1,INFERENCE,0,0.9747,,,,"Decoder output: class=0, conf=0.975, latency=2.25ms"
Policy_B_ConfidenceGated,7,56,247502.252,PROPOSAL,0,0.9747,,,,"First confident prediction (conf=0.975 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,57,252000.0,WINDOW,0,0.9207,,,,"EEG epoch received — trial 57, subject 7"
Policy_B_ConfidenceGated,7,57,252000.1,INFERENCE,0,0.9207,,,,"Decoder output: class=0, conf=0.921, latency=2.24ms"
Policy_B_ConfidenceGated,7,57,252002.243,ACCEPTED,0,0.9207,CLASS_0,False,True,"Confirmed command issued: CLASS_0 (conf=0.921, correct=False, unsafe=True)"
Policy_B_ConfidenceGated,7,57,252002.343,RETRY,0,0.9207,CLASS_0,False,True,User repeated class=0 after trial 56 was abstained
Policy_B_ConfidenceGated,7,58,256500.0,WINDOW,0,0.861,,,,"EEG epoch received — trial 58, subject 7"
Policy_B_ConfidenceGated,7,58,256500.1,INFERENCE,0,0.861,,,,"Decoder output: class=0, conf=0.861, latency=2.56ms"
Policy_B_ConfidenceGated,7,58,256502.562,PROPOSAL,0,0.861,,,,"First confident prediction (conf=0.861 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,59,261000.0,WINDOW,0,0.9816,,,,"EEG epoch received — trial 59, subject 7"
Policy_B_ConfidenceGated,7,59,261000.1,INFERENCE,0,0.9816,,,,"Decoder output: class=0, conf=0.982, latency=2.38ms"
Policy_B_ConfidenceGated,7,59,261002.378,ACCEPTED,0,0.9816,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.982, correct=True, unsafe=False)"
Policy_B_ConfidenceGated,7,59,261002.478,RETRY,0,0.9816,CLASS_0,True,False,User repeated class=0 after trial 58 was abstained
Policy_B_ConfidenceGated,7,60,265500.0,WINDOW,0,0.9632,,,,"EEG epoch received — trial 60, subject 7"
Policy_B_ConfidenceGated,7,60,265500.1,INFERENCE,0,0.9632,,,,"Decoder output: class=0, conf=0.963, latency=2.48ms"
Policy_B_ConfidenceGated,7,60,265502.48,PROPOSAL,0,0.9632,,,,"First confident prediction (conf=0.963 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,61,270000.0,WINDOW,1,0.7725,,,,"EEG epoch received — trial 61, subject 7"
Policy_B_ConfidenceGated,7,61,270000.1,INFERENCE,1,0.7725,,,,"Decoder output: class=1, conf=0.772, latency=2.44ms"
Policy_B_ConfidenceGated,7,61,270002.435,REJECTED,1,0.7725,,,,Below threshold (conf=0.772 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,62,274500.0,WINDOW,1,0.6195,,,,"EEG epoch received — trial 62, subject 7"
Policy_B_ConfidenceGated,7,62,274500.1,INFERENCE,1,0.6195,,,,"Decoder output: class=1, conf=0.620, latency=2.45ms"
Policy_B_ConfidenceGated,7,62,274502.45,REJECTED,1,0.6195,,,,Below threshold (conf=0.620 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,63,279000.0,WINDOW,0,0.9758,,,,"EEG epoch received — trial 63, subject 7"
Policy_B_ConfidenceGated,7,63,279000.1,INFERENCE,0,0.9758,,,,"Decoder output: class=0, conf=0.976, latency=2.41ms"
Policy_B_ConfidenceGated,7,63,279002.413,PROPOSAL,0,0.9758,,,,"First confident prediction (conf=0.976 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,64,283500.0,WINDOW,0,0.6993,,,,"EEG epoch received — trial 64, subject 7"
Policy_B_ConfidenceGated,7,64,283500.1,INFERENCE,0,0.6993,,,,"Decoder output: class=0, conf=0.699, latency=2.44ms"
Policy_B_ConfidenceGated,7,64,283502.441,REJECTED,0,0.6993,,,,Below threshold (conf=0.699 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,65,288000.0,WINDOW,0,0.9857,,,,"EEG epoch received — trial 65, subject 7"
Policy_B_ConfidenceGated,7,65,288000.1,INFERENCE,0,0.9857,,,,"Decoder output: class=0, conf=0.986, latency=2.38ms"
Policy_B_ConfidenceGated,7,65,288002.38,PROPOSAL,0,0.9857,,,,"First confident prediction (conf=0.986 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,66,292500.0,WINDOW,0,0.8368,,,,"EEG epoch received — trial 66, subject 7"
Policy_B_ConfidenceGated,7,66,292500.1,INFERENCE,0,0.8368,,,,"Decoder output: class=0, conf=0.837, latency=2.37ms"
Policy_B_ConfidenceGated,7,66,292502.37,ACCEPTED,0,0.8368,CLASS_0,False,True,"Confirmed command issued: CLASS_0 (conf=0.837, correct=False, unsafe=True)"
Policy_B_ConfidenceGated,7,66,292502.47,RETRY,0,0.8368,CLASS_0,False,True,User repeated class=0 after trial 65 was abstained
Policy_B_ConfidenceGated,7,67,297000.0,WINDOW,0,0.9505,,,,"EEG epoch received — trial 67, subject 7"
Policy_B_ConfidenceGated,7,67,297000.1,INFERENCE,0,0.9505,,,,"Decoder output: class=0, conf=0.951, latency=2.37ms"
Policy_B_ConfidenceGated,7,67,297002.371,PROPOSAL,0,0.9505,,,,"First confident prediction (conf=0.951 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,68,301500.0,WINDOW,0,0.7123,,,,"EEG epoch received — trial 68, subject 7"
Policy_B_ConfidenceGated,7,68,301500.1,INFERENCE,0,0.7123,,,,"Decoder output: class=0, conf=0.712, latency=2.42ms"
Policy_B_ConfidenceGated,7,68,301502.416,REJECTED,0,0.7123,,,,Below threshold (conf=0.712 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,69,306000.0,WINDOW,0,0.9649,,,,"EEG epoch received — trial 69, subject 7"
Policy_B_ConfidenceGated,7,69,306000.1,INFERENCE,0,0.9649,,,,"Decoder output: class=0, conf=0.965, latency=2.19ms"
Policy_B_ConfidenceGated,7,69,306002.19,PROPOSAL,0,0.9649,,,,"First confident prediction (conf=0.965 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,70,310500.0,WINDOW,1,0.5134,,,,"EEG epoch received — trial 70, subject 7"
Policy_B_ConfidenceGated,7,70,310500.1,INFERENCE,1,0.5134,,,,"Decoder output: class=1, conf=0.513, latency=2.21ms"
Policy_B_ConfidenceGated,7,70,310502.205,REJECTED,1,0.5134,,,,Below threshold (conf=0.513 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,71,315000.0,WINDOW,1,0.7689,,,,"EEG epoch received — trial 71, subject 7"
Policy_B_ConfidenceGated,7,71,315000.1,INFERENCE,1,0.7689,,,,"Decoder output: class=1, conf=0.769, latency=2.24ms"
Policy_B_ConfidenceGated,7,71,315002.236,REJECTED,1,0.7689,,,,Below threshold (conf=0.769 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,72,319500.0,WINDOW,1,0.509,,,,"EEG epoch received — trial 72, subject 7"
Policy_B_ConfidenceGated,7,72,319500.1,INFERENCE,1,0.509,,,,"Decoder output: class=1, conf=0.509, latency=2.22ms"
Policy_B_ConfidenceGated,7,72,319502.223,REJECTED,1,0.509,,,,Below threshold (conf=0.509 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,73,324000.0,WINDOW,0,0.9485,,,,"EEG epoch received — trial 73, subject 7"
Policy_B_ConfidenceGated,7,73,324000.1,INFERENCE,0,0.9485,,,,"Decoder output: class=0, conf=0.949, latency=2.39ms"
Policy_B_ConfidenceGated,7,73,324002.387,PROPOSAL,0,0.9485,,,,"First confident prediction (conf=0.949 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,74,328500.0,WINDOW,1,0.7526,,,,"EEG epoch received — trial 74, subject 7"
Policy_B_ConfidenceGated,7,74,328500.1,INFERENCE,1,0.7526,,,,"Decoder output: class=1, conf=0.753, latency=2.35ms"
Policy_B_ConfidenceGated,7,74,328502.351,REJECTED,1,0.7526,,,,Below threshold (conf=0.753 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,75,333000.0,WINDOW,0,0.6253,,,,"EEG epoch received — trial 75, subject 7"
Policy_B_ConfidenceGated,7,75,333000.1,INFERENCE,0,0.6253,,,,"Decoder output: class=0, conf=0.625, latency=2.35ms"
Policy_B_ConfidenceGated,7,75,333002.355,REJECTED,0,0.6253,,,,Below threshold (conf=0.625 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,76,337500.0,WINDOW,0,0.9418,,,,"EEG epoch received — trial 76, subject 7"
Policy_B_ConfidenceGated,7,76,337500.1,INFERENCE,0,0.9418,,,,"Decoder output: class=0, conf=0.942, latency=2.37ms"
Policy_B_ConfidenceGated,7,76,337502.37,PROPOSAL,0,0.9418,,,,"First confident prediction (conf=0.942 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,77,342000.0,WINDOW,1,0.9082,,,,"EEG epoch received — trial 77, subject 7"
Policy_B_ConfidenceGated,7,77,342000.1,INFERENCE,1,0.9082,,,,"Decoder output: class=1, conf=0.908, latency=2.37ms"
Policy_B_ConfidenceGated,7,77,342002.367,PROPOSAL,1,0.9082,,,,"First confident prediction (conf=0.908 ≥ 0.83, class=1) — awaiting confirmation"
Policy_B_ConfidenceGated,7,78,346500.0,WINDOW,0,0.9408,,,,"EEG epoch received — trial 78, subject 7"
Policy_B_ConfidenceGated,7,78,346500.1,INFERENCE,0,0.9408,,,,"Decoder output: class=0, conf=0.941, latency=2.46ms"
Policy_B_ConfidenceGated,7,78,346502.458,PROPOSAL,0,0.9408,,,,"First confident prediction (conf=0.941 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,79,351000.0,WINDOW,1,0.7187,,,,"EEG epoch received — trial 79, subject 7"
Policy_B_ConfidenceGated,7,79,351000.1,INFERENCE,1,0.7187,,,,"Decoder output: class=1, conf=0.719, latency=2.47ms"
Policy_B_ConfidenceGated,7,79,351002.47,REJECTED,1,0.7187,,,,Below threshold (conf=0.719 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,80,355500.0,WINDOW,1,0.5674,,,,"EEG epoch received — trial 80, subject 7"
Policy_B_ConfidenceGated,7,80,355500.1,INFERENCE,1,0.5674,,,,"Decoder output: class=1, conf=0.567, latency=2.23ms"
Policy_B_ConfidenceGated,7,80,355502.225,REJECTED,1,0.5674,,,,Below threshold (conf=0.567 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,81,360000.0,WINDOW,0,0.5806,,,,"EEG epoch received — trial 81, subject 7"
Policy_B_ConfidenceGated,7,81,360000.1,INFERENCE,0,0.5806,,,,"Decoder output: class=0, conf=0.581, latency=2.21ms"
Policy_B_ConfidenceGated,7,81,360002.207,REJECTED,0,0.5806,,,,Below threshold (conf=0.581 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,82,364500.0,WINDOW,0,0.9707,,,,"EEG epoch received — trial 82, subject 7"
Policy_B_ConfidenceGated,7,82,364500.1,INFERENCE,0,0.9707,,,,"Decoder output: class=0, conf=0.971, latency=2.20ms"
Policy_B_ConfidenceGated,7,82,364502.199,PROPOSAL,0,0.9707,,,,"First confident prediction (conf=0.971 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,83,369000.0,WINDOW,0,0.8789,,,,"EEG epoch received — trial 83, subject 7"
Policy_B_ConfidenceGated,7,83,369000.1,INFERENCE,0,0.8789,,,,"Decoder output: class=0, conf=0.879, latency=2.20ms"
Policy_B_ConfidenceGated,7,83,369002.203,ACCEPTED,0,0.8789,CLASS_0,False,True,"Confirmed command issued: CLASS_0 (conf=0.879, correct=False, unsafe=True)"
Policy_B_ConfidenceGated,7,83,369002.30299999996,RETRY,0,0.8789,CLASS_0,False,True,User repeated class=0 after trial 82 was abstained
Policy_B_ConfidenceGated,7,84,373500.0,WINDOW,0,0.5645,,,,"EEG epoch received — trial 84, subject 7"
Policy_B_ConfidenceGated,7,84,373500.1,INFERENCE,0,0.5645,,,,"Decoder output: class=0, conf=0.565, latency=2.16ms"
Policy_B_ConfidenceGated,7,84,373502.163,REJECTED,0,0.5645,,,,Below threshold (conf=0.565 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,85,378000.0,WINDOW,1,0.7138,,,,"EEG epoch received — trial 85, subject 7"
Policy_B_ConfidenceGated,7,85,378000.1,INFERENCE,1,0.7138,,,,"Decoder output: class=1, conf=0.714, latency=2.37ms"
Policy_B_ConfidenceGated,7,85,378002.368,REJECTED,1,0.7138,,,,Below threshold (conf=0.714 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,86,382500.0,WINDOW,0,0.9359,,,,"EEG epoch received — trial 86, subject 7"
Policy_B_ConfidenceGated,7,86,382500.1,INFERENCE,0,0.9359,,,,"Decoder output: class=0, conf=0.936, latency=2.38ms"
Policy_B_ConfidenceGated,7,86,382502.38,PROPOSAL,0,0.9359,,,,"First confident prediction (conf=0.936 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,87,387000.0,WINDOW,0,0.9597,,,,"EEG epoch received — trial 87, subject 7"
Policy_B_ConfidenceGated,7,87,387000.1,INFERENCE,0,0.9597,,,,"Decoder output: class=0, conf=0.960, latency=2.37ms"
Policy_B_ConfidenceGated,7,87,387002.368,ACCEPTED,0,0.9597,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.960, correct=True, unsafe=False)"
Policy_B_ConfidenceGated,7,87,387002.468,RETRY,0,0.9597,CLASS_0,True,False,User repeated class=0 after trial 86 was abstained
Policy_B_ConfidenceGated,7,88,391500.0,WINDOW,0,0.9221,,,,"EEG epoch received — trial 88, subject 7"
Policy_B_ConfidenceGated,7,88,391500.1,INFERENCE,0,0.9221,,,,"Decoder output: class=0, conf=0.922, latency=2.39ms"
Policy_B_ConfidenceGated,7,88,391502.386,PROPOSAL,0,0.9221,,,,"First confident prediction (conf=0.922 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,89,396000.0,WINDOW,0,0.9731,,,,"EEG epoch received — trial 89, subject 7"
Policy_B_ConfidenceGated,7,89,396000.1,INFERENCE,0,0.9731,,,,"Decoder output: class=0, conf=0.973, latency=2.42ms"
Policy_B_ConfidenceGated,7,89,396002.425,ACCEPTED,0,0.9731,CLASS_0,False,True,"Confirmed command issued: CLASS_0 (conf=0.973, correct=False, unsafe=True)"
Policy_B_ConfidenceGated,7,89,396002.52499999997,RETRY,0,0.9731,CLASS_0,False,True,User repeated class=0 after trial 88 was abstained
Policy_B_ConfidenceGated,7,90,400500.0,WINDOW,1,0.8061,,,,"EEG epoch received — trial 90, subject 7"
Policy_B_ConfidenceGated,7,90,400500.1,INFERENCE,1,0.8061,,,,"Decoder output: class=1, conf=0.806, latency=2.42ms"
Policy_B_ConfidenceGated,7,90,400502.416,REJECTED,1,0.8061,,,,Below threshold (conf=0.806 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,91,405000.0,WINDOW,0,0.8917,,,,"EEG epoch received — trial 91, subject 7"
Policy_B_ConfidenceGated,7,91,405000.1,INFERENCE,0,0.8917,,,,"Decoder output: class=0, conf=0.892, latency=2.22ms"
Policy_B_ConfidenceGated,7,91,405002.223,PROPOSAL,0,0.8917,,,,"First confident prediction (conf=0.892 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,92,409500.0,WINDOW,1,0.5272,,,,"EEG epoch received — trial 92, subject 7"
Policy_B_ConfidenceGated,7,92,409500.1,INFERENCE,1,0.5272,,,,"Decoder output: class=1, conf=0.527, latency=2.20ms"
Policy_B_ConfidenceGated,7,92,409502.201,REJECTED,1,0.5272,,,,Below threshold (conf=0.527 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,93,414000.0,WINDOW,0,0.5249,,,,"EEG epoch received — trial 93, subject 7"
Policy_B_ConfidenceGated,7,93,414000.1,INFERENCE,0,0.5249,,,,"Decoder output: class=0, conf=0.525, latency=2.19ms"
Policy_B_ConfidenceGated,7,93,414002.187,REJECTED,0,0.5249,,,,Below threshold (conf=0.525 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,94,418500.0,WINDOW,0,0.6403,,,,"EEG epoch received — trial 94, subject 7"
Policy_B_ConfidenceGated,7,94,418500.1,INFERENCE,0,0.6403,,,,"Decoder output: class=0, conf=0.640, latency=2.19ms"
Policy_B_ConfidenceGated,7,94,418502.194,REJECTED,0,0.6403,,,,Below threshold (conf=0.640 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,95,423000.0,WINDOW,0,0.9569,,,,"EEG epoch received — trial 95, subject 7"
Policy_B_ConfidenceGated,7,95,423000.1,INFERENCE,0,0.9569,,,,"Decoder output: class=0, conf=0.957, latency=2.23ms"
Policy_B_ConfidenceGated,7,95,423002.227,PROPOSAL,0,0.9569,,,,"First confident prediction (conf=0.957 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,96,427500.0,WINDOW,0,0.8354,,,,"EEG epoch received — trial 96, subject 7"
Policy_B_ConfidenceGated,7,96,427500.1,INFERENCE,0,0.8354,,,,"Decoder output: class=0, conf=0.835, latency=2.31ms"
Policy_B_ConfidenceGated,7,96,427502.305,ACCEPTED,0,0.8354,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.835, correct=True, unsafe=False)"
Policy_B_ConfidenceGated,7,96,427502.40499999997,RETRY,0,0.8354,CLASS_0,True,False,User repeated class=0 after trial 95 was abstained
Policy_B_ConfidenceGated,7,97,432000.0,WINDOW,1,0.5899,,,,"EEG epoch received — trial 97, subject 7"
Policy_B_ConfidenceGated,7,97,432000.1,INFERENCE,1,0.5899,,,,"Decoder output: class=1, conf=0.590, latency=2.23ms"
Policy_B_ConfidenceGated,7,97,432002.225,REJECTED,1,0.5899,,,,Below threshold (conf=0.590 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,98,436500.0,WINDOW,0,0.8603,,,,"EEG epoch received — trial 98, subject 7"
Policy_B_ConfidenceGated,7,98,436500.1,INFERENCE,0,0.8603,,,,"Decoder output: class=0, conf=0.860, latency=2.33ms"
Policy_B_ConfidenceGated,7,98,436502.327,PROPOSAL,0,0.8603,,,,"First confident prediction (conf=0.860 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,99,441000.0,WINDOW,0,0.9801,,,,"EEG epoch received — trial 99, subject 7"
Policy_B_ConfidenceGated,7,99,441000.1,INFERENCE,0,0.9801,,,,"Decoder output: class=0, conf=0.980, latency=2.26ms"
Policy_B_ConfidenceGated,7,99,441002.258,ACCEPTED,0,0.9801,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.980, correct=True, unsafe=False)"
Policy_B_ConfidenceGated,7,99,441002.35799999995,RETRY,0,0.9801,CLASS_0,True,False,User repeated class=0 after trial 98 was abstained
Policy_B_ConfidenceGated,7,100,445500.0,WINDOW,1,0.9352,,,,"EEG epoch received — trial 100, subject 7"
Policy_B_ConfidenceGated,7,100,445500.1,INFERENCE,1,0.9352,,,,"Decoder output: class=1, conf=0.935, latency=2.60ms"
Policy_B_ConfidenceGated,7,100,445502.602,PROPOSAL,1,0.9352,,,,"First confident prediction (conf=0.935 ≥ 0.83, class=1) — awaiting confirmation"
Policy_B_ConfidenceGated,7,101,450000.0,WINDOW,1,0.7872,,,,"EEG epoch received — trial 101, subject 7"
Policy_B_ConfidenceGated,7,101,450000.1,INFERENCE,1,0.7872,,,,"Decoder output: class=1, conf=0.787, latency=2.37ms"
Policy_B_ConfidenceGated,7,101,450002.372,REJECTED,1,0.7872,,,,Below threshold (conf=0.787 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,102,454500.0,WINDOW,0,0.821,,,,"EEG epoch received — trial 102, subject 7"
Policy_B_ConfidenceGated,7,102,454500.1,INFERENCE,0,0.821,,,,"Decoder output: class=0, conf=0.821, latency=2.55ms"
Policy_B_ConfidenceGated,7,102,454502.554,REJECTED,0,0.821,,,,Below threshold (conf=0.821 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,103,459000.0,WINDOW,0,0.8367,,,,"EEG epoch received — trial 103, subject 7"
Policy_B_ConfidenceGated,7,103,459000.1,INFERENCE,0,0.8367,,,,"Decoder output: class=0, conf=0.837, latency=2.23ms"
Policy_B_ConfidenceGated,7,103,459002.228,PROPOSAL,0,0.8367,,,,"First confident prediction (conf=0.837 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,104,463500.0,WINDOW,0,0.8682,,,,"EEG epoch received — trial 104, subject 7"
Policy_B_ConfidenceGated,7,104,463500.1,INFERENCE,0,0.8682,,,,"Decoder output: class=0, conf=0.868, latency=2.24ms"
Policy_B_ConfidenceGated,7,104,463502.244,ACCEPTED,0,0.8682,CLASS_0,True,False,"Confirmed command issued: CLASS_0 (conf=0.868, correct=True, unsafe=False)"
Policy_B_ConfidenceGated,7,104,463502.344,RETRY,0,0.8682,CLASS_0,True,False,User repeated class=0 after trial 103 was abstained
Policy_B_ConfidenceGated,7,105,468000.0,WINDOW,0,0.5906,,,,"EEG epoch received — trial 105, subject 7"
Policy_B_ConfidenceGated,7,105,468000.1,INFERENCE,0,0.5906,,,,"Decoder output: class=0, conf=0.591, latency=2.21ms"
Policy_B_ConfidenceGated,7,105,468002.215,REJECTED,0,0.5906,,,,Below threshold (conf=0.591 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,106,472500.0,WINDOW,0,0.9607,,,,"EEG epoch received — trial 106, subject 7"
Policy_B_ConfidenceGated,7,106,472500.1,INFERENCE,0,0.9607,,,,"Decoder output: class=0, conf=0.961, latency=2.31ms"
Policy_B_ConfidenceGated,7,106,472502.313,PROPOSAL,0,0.9607,,,,"First confident prediction (conf=0.961 ≥ 0.83, class=0) — awaiting confirmation"
Policy_B_ConfidenceGated,7,107,477000.0,WINDOW,1,0.752,,,,"EEG epoch received — trial 107, subject 7"
Policy_B_ConfidenceGated,7,107,477000.1,INFERENCE,1,0.752,,,,"Decoder output: class=1, conf=0.752, latency=2.21ms"
Policy_B_ConfidenceGated,7,107,477002.209,REJECTED,1,0.752,,,,Below threshold (conf=0.752 < 0.83) — no command issued
Policy_B_ConfidenceGated,7,108,481500.0,WINDOW,0,0.9936,,,,"EEG epoch received — trial 108, subject 7"
Policy_B_ConfidenceGated,7,108,481500.1,INFERENCE,0,0.9936,,,,"Decoder output: class=0, conf=0.994, latency=2.25ms"
Policy_B_ConfidenceGated,7,108,481502.246,PROPOSAL,0,0.9936,,,,"First confident prediction (conf=0.994 ≥ 0.83, class=0) — awaiting confirmation"
